eventid	latitude	longitude
194892	39.96	-89.56
175581	43.37	-90.93
195082	40.24	-87.74
194269	39.63	-90.01
194276	39.7	-89.61
194893	39.97	-89.48
194910	40.41	-88.81
195081	40.16	-89.14
190659	35.19	-89.81
184486	35.19	-89.87
190798	34.91	-89.83
193855	41.6	-87.07
194265	39.52	-90.4
194267	39.56	-90.3
194441	47.19	-122.14
196314	34.43	-87.37
153510	35.23	-78.51
192021	29.06	-96.62
197132	33.25	-91.04
195803	39.55	-83.79
195737	27.98	-97.15
154267	34.07	-97.4
194711	30.12	-94.17
195532	35.43	-84.44
193379	42.04	-75.77
192272	42.61	-91.82
192282	42.02	-91.36
195736	39.52	-86.64
185962	29.29	-94.79
198812	31.59	-81.85
167196	35.25	-78.51
172960	37.65	-84.45
196812	33.61	-92.73
194270	39.65	-89.96
197609	33.3	-93.21
432912	45.37	-122.52
154446	33.06	-94.65
153691	33.22	-84.77
192245	26.68	-81.98
168543	33.86	-86.44
154303	34.2	-93.93
162972	30.71	-93.79
164022	33.01	-92
159907	37.07	-87.55
160833	30.64	-90.49
164151	37.9	-89.39
175980	45.05	-101.71
170110	37.47	-93.37
191451	45.41	-95.41
188481	32.42	-94.19
178570	34.07	-91.58
178611	36.62	-105.97
160761	34.73	-78.52
172051	28.42	-81.42
177554	30.67	-99.13
178582	34.19	-92.14
161482	33.21	-86.86
269045	30.44	-92.12
262425	35.2	-113.97
263493	31.79	-92.81
263494	32.28	-92.19
203450	32.19	-95.35
203451	32.24	-95.27
203445	32.67	-94.58
203447	31.51	-93.92
219250	28.08	-81.78
263284	46.45	-97.78
259758	35.29	-86.33
219168	28.07	-81.56
213378	33.63	-82.12
213386	34.26	-81.18
213199	28.12	-80.71
266416	30.37	-89.62
266424	31.11	-90.81
237336	37.8	-86.15
219850	33.01	-94.2
228019	35.91	-101.47
226253	30.05	-90.5
244485	38.39	-100.97
234265	39.51	-100.25
259756	34.35	-86.07
259757	34.27	-86.12
259755	34.64	-86.85
217777	32.24	-80.9
219274	36.76	-87.38
231744	42.13	-80.15
238961	33.32	-80.77
228435	41.3	-83.1
225832	27.52	-97.97
228071	32.61	-87.78
228100	33.7	-87.51
228124	33.84	-86.85
233350	38.69	-93.28
219842	34.11	-94.04
219843	34.07	-93.97
228348	36.58	-93.32
225167	33.6	-87.68
225133	34.09	-86.59
248611	30.02	-90.08
224128	44.62	-72.42
218990	35.08	-83.82
225157	32.76	-87.55
245832	43.44	-95.95
254075	42.29	-79.59
254083	42.11	-78.64
254094	42.21	-78.66
253143	44.2	-85.41
249366	40.4	-93.49
247792	27.63	-97.45
247794	28.18	-97.28
247795	28.05	-97.13
247797	28.15	-97.7
261986	37.39	-75.92
266952	33.31	-84.06
263623	34.18	-87.61
229861	35.32	-89.94
262699	42.66	-87.9
262701	42.67	-87.9
237580	34.88	-90.04
266132	35.27	-82.04
266534	34.04	-83.95
266951	33.29	-84.08
261973	35	-111.88
264224	34.95	-85.04
230554	39.48	-101.62
257067	25.09	-80.43
230915	38.84	-100.34
264049	36.38	-78.38
258084	39.1	-76.45
232206	34.13	-80.39
232210	34.09	-80.39
269698	36.94	-90.85
232145	34.79	-80.87
232146	33.99	-80.54
264213	34.74	-85.56
267589	42.27	-73.66
264951	34.15	-84.45
266454	31.48	-92.21
228269	44.32	-91.79
264111	36.6	-79.72
267478	36.6	-79.72
261866	35.65	-81.79
254116	45.79	-87.85
254113	45.79	-87.89
259454	44.12	-105.34
266955	33.32	-84.05
247479	44.77	-92.58
247473	44.98	-92.48
247480	44.76	-92.35
274894	45.45	-92.46
274895	45.42	-92.18
275090	38.5	-90.46
273513	38.5	-91.02
267568	37.03	-93.04
272912	44.84	-122.88
267692	33.64	-88.67
267576	37.69	-92.19
267563	36.53	-93.43
267577	37.94	-91.8
210292	35.56	-99.46
268903	30.27	-92.6
203448	32.49	-94.17
268145	32.08	-90.05
242073	41.82	-85.69
267690	33.44	-88.83
267317	32.93	-89.7
244564	41.65	-85.73
238102	41.96	-86.09
267540	31.99	-90.1
268110	32.09	-90.37
242614	41.57	-85.83
237770	41.49	-84.01
237982	41.99	-86.42
237857	41.98	-86.5
267606	31.99	-89.72
269042	30.49	-92.19
261977	35.93	-111
267845	32.01	-89.6
236024	40.64	-86.18
268056	32.29	-90.87
229878	40.64	-86.37
267613	32.66	-90.86
267614	32.66	-90.85
267615	32.72	-90.63
267617	32.37	-90.83
267852	31.62	-89.08
267619	31.97	-91.07
237373	40.64	-86.17
267574	37.63	-93.34
269041	30.48	-92.23
267316	32.91	-89.72
269040	30.44	-92.32
229871	40.69	-86.81
242609	41.55	-86.05
268121	32.23	-90.2
267315	32.21	-90.7
268902	30.2	-92.66
268904	30.3	-92.51
267611	32.88	-90.74
263879	42.67	-88.07
265960	28.25	-80.72
269039	30.39	-92.4
268259	42.33	-88.97
262947	38.03	-93.2
267564	36.57	-93.37
267566	36.62	-93.35
268291	31.65	-90.58
263688	42.5	-88.57
269694	36.82	-90.52
274896	45.41	-92.16
269920	32.43	-86.51
269898	33.55	-88.1
274899	45.37	-91.72
267414	39.98	-89.86
268779	35.85	-88.87
268781	33.88	-88.46
269923	33.11	-86.07
269925	32.6	-86.23
260863	30.65	-91.15
269911	34.16	-86.58
267941	41.46	-75.56
269906	32.63	-87.42
209830	32.57	-95.87
209832	33.05	-95.71
209833	33.13	-95.56
275104	37.79	-91.7
267573	36.5	-93.41
275103	37.09	-92.98
267705	37.77	-91.71
210499	32.06	-95.69
210502	32.09	-95.63
211222	33.72	-118.13
267529	36	-94.57
267538	36.14	-94.36
267539	36.16	-94.34
267536	36.1	-94.42
267533	36.02	-94.54
267616	32.85	-90.42
267677	32.04	-90.96
262944	37.45	-93.36
262946	37.94	-93.42
269044	30.42	-92.17
213799	37.91	-121.77
262537	40.74	-73.84
213384	33.99	-81.5
213377	33.64	-82.1
213380	33.63	-82.04
210450	32.48	-90.24
216197	37.76	-89.53
259799	34.66	-85.75
215149	36.59	-90.79
213440	30.68	-90.39
210451	31.83	-90.38
224402	42.29	-85.2
219256	35.43	-92.48
222087	32.85	-86.68
222088	33.24	-86.87
218566	34.51	-81.37
220618	32.23	-83.75
219252	35.46	-92.72
219258	34.39	-92.51
219954	34.49	-92.4
219953	34.47	-92.42
215873	36.58	-79
218977	39.73	-122.55
219957	34.69	-92.19
222581	34.99	-101.2
219958	34.82	-92.08
219959	35.02	-91.86
219960	35.21	-91.67
222944	35.86	-90.11
219254	35.72	-92.38
219253	35.71	-92.4
225993	41.33	-83.53
219263	33.32	-92.38
223839	34.3	-79.77
219259	34.07	-92.57
223835	34.28	-79.91
219262	33.31	-92.39
223829	34.27	-80.03
218902	35.57	-84.28
222783	35.06	-84.48
218869	35.62	-84.14
219255	35.35	-92.64
225141	46.11	-88.66
218903	35.66	-84.17
219956	34.58	-92.31
224395	33.77	-83.5
211039	35.63	-91.53
215576	32.42	-89.58
211037	35.44	-91.7
211031	34.59	-92.66
211033	35.24	-91.91
218496	35.72	-80.38
220142	33.37	-105.55
215577	32.45	-89.56
211038	35.4	-92.14
216187	34.36	-87.09
254195	38.88	-95.57
224615	33.29	-89.37
225170	34.19	-86.41
228643	35.65	-87.52
228645	36.53	-86.19
230738	38.53	-102.61
224317	32.5	-91.12
230416	36.89	-84.73
224042	36.59	-88.94
231280	41.77	-80.41
230782	38.29	-88.86
223882	37.06	-87.6
227812	40.27	-76.52
220122	36.63	-88.18
223884	36.87	-90.58
224037	36.52	-89.06
224620	33.41	-89.09
223832	41.96	-84.22
230758	37.49	-102.71
224320	32.56	-90.96
228424	40.38	-82.8
223878	37.14	-87.4
223880	36.76	-88.53
219251	35.42	-92.77
223017	40.8	-94.23
228355	37.01	-93.06
228350	36.91	-93.94
226477	42.8	-92.31
221438	36.11	-103.17
221439	36.27	-103.13
225313	35.89	-103.19
234704	39.91	-102.43
228373	36.92	-93.43
225436	43.37	-94.16
236150	28.07	-98.02
229769	40.59	-80.88
224550	32.66	-90.74
222803	32.4	-91.3
223343	36.49	-92.61
229770	40.58	-80.86
224552	32.95	-90.15
227594	42.12	-83.41
227675	43.32	-83.07
219261	33.77	-92.03
230843	38.86	-100.55
224553	33.08	-89.82
229832	41.36	-80.4
229844	34.58	-89
224551	32.7	-90.68
229015	25.14	-80.4
230175	40.22	-83.42
233898	44.53	-102.12
232520	34.32	-86.11
233905	45.44	-102.16
233906	45.17	-102.15
234615	45.77	-102.24
227680	42.35	-85.89
233278	42.88	-93.37
234429	32.3	-96.53
228114	36.56	-103
227997	35.91	-101.47
223552	42.94	-100.27
223588	42.94	-99.92
218968	35.79	-87.7
226402	42.45	-94.93
226404	42.7	-94.35
218965	35.7	-87.85
218754	36.33	-86.64
226407	42.69	-93.96
232519	34.2	-86.39
219120	35.89	-87.51
234196	43.38	-99.87
221310	34.53	-85.59
233277	42.98	-93.54
219257	35.19	-91.08
219757	33.15	-94.16
218497	35.96	-80.08
218502	36.27	-78.9
218501	36	-80.04
219773	32.94	-95.23
219777	32.82	-95.45
220421	38.49	-101.21
218389	40.1	-97
228117	33.73	-87.29
225222	32.37	-96.1
237572	36.59	-96.9
220943	35.83	-78.32
225581	32.22	-88.97
237587	35.34	-96.44
237499	35.94	-96.06
223390	33.34	-90.42
225582	32.25	-88.91
225846	33.63	-88.6
237503	35.95	-96.03
237519	35.59	-95.94
237527	36	-95.71
237531	36.16	-95.69
226356	36.58	-92.37
226357	36.59	-92.36
237235	35.85	-96.32
229846	34.6	-88.96
229851	35.2	-91.04
237801	34.49	-89.51
237799	35.5	-88.28
222946	35.68	-88.14
226358	36.64	-92.29
226147	41.18	-104.37
226360	36.5	-92.59
235492	31.83	-102.73
222943	34.48	-88.96
219955	34.5	-92.4
226481	32.58	-88.82
225310	34.15	-100.66
225573	34.17	-100.51
228123	33.8	-86.96
225576	32.16	-89.11
225843	33.53	-88.85
225563	31.94	-89.64
222727	38.36	-102.88
237249	35.36	-96.33
237612	35.4	-95.87
237616	35.49	-96.48
237626	35.44	-95.81
237636	35.42	-95.78
237554	36.67	-94.79
237641	35.44	-95.72
237651	35.59	-95.13
237653	35.55	-94.88
237654	35.53	-95.34
237600	35.77	-88.99
237645	35.46	-95.68
237646	35.5	-95.74
237647	35.5	-95.48
223231	41	-96.06
232671	35.97	-98.14
238251	40.68	-86.75
237547	36.22	-95.75
234244	45.21	-106.2
231968	35.12	-97.27
231985	35.25	-96.98
231997	35.34	-97.11
237447	35.73	-96.55
231988	35.28	-96.78
232000	34.25	-96.43
237648	35.57	-95.2
237488	36	-96.13
237492	36.05	-96.03
237800	35.52	-88.24
237666	34.8	-89.19
222945	33.74	-88.43
237796	35.12	-88.69
229281	43.34	-90.83
231833	36.96	-97.46
231830	36.81	-98.03
231928	35.29	-97.5
237597	35.34	-96.31
231948	35.18	-97.43
237599	35.4	-96.06
237609	35.38	-96.03
237538	36.14	-95.51
237611	35.81	-88.91
231939	35.38	-97.31
237543	36.17	-95.44
237549	35.93	-95.13
229857	35.52	-90.62
227647	42.99	-82.61
232875	40.74	-82.44
239602	41.55	-83.54
242017	41.72	-79.63
231745	34.64	-91.64
241727	42	-80.41
231715	41.95	-80.6
228969	42.13	-83.75
243450	45.59	-91.98
244474	38.21	-101.09
239299	41.59	-80.63
228029	32.52	-87.84
228054	32.54	-87.82
225168	33.68	-87.54
226480	32.57	-88.83
219961	35.45	-91.27
226359	36.94	-91.97
217172	35.79	-87.97
231545	35.82	-87.89
232087	36.2	-101.27
222395	43.92	-88.91
233315	35.1	-87.43
229175	47.19	-119.15
233352	39.51	-94.47
232155	34.8	-80.63
243563	40.78	-89.99
223834	41.94	-83.33
243567	40.77	-89.92
243569	40.76	-89.82
243576	40.77	-89.67
242662	44.34	-72.22
243551	40.83	-90.36
238652	47.99	-106.09
237797	35.37	-88.36
229122	42.84	-85.98
245318	42.9	-88.98
242627	41.46	-85.71
247029	46.74	-101
237594	34.24	-89.89
229868	33.06	-83.33
231658	37.44	-102.17
243577	41.1	-89.09
240198	40.57	-81.82
228058	46.04	-101.98
230459	45.99	-102.64
243583	40.75	-89.39
243580	40.75	-89.4
243555	40.8	-90.09
218753	36.29	-86.75
231654	37.43	-102.14
243610	40.09	-89.15
243609	40.12	-89.25
242335	41.26	-85.88
232877	41.53	-83.87
237794	35.08	-88.74
237053	42.02	-77.75
237035	41.99	-76.36
226807	42.05	-83.68
240419	29	-80.88
231698	37.3	-102.94
249368	40.32	-93.35
234283	46.18	-110.44
221437	36.36	-103.14
228145	46.15	-100.7
237334	37.8	-86.17
229823	40.52	-81.67
240487	35.28	-89.03
233190	38.77	-103.48
226179	45.73	-92.87
242360	43.35	-76.23
242358	42	-77.84
237687	34.99	-88.88
231699	37.07	-102.6
251851	38.11	-102.62
237717	47.06	-99.93
246804	45.91	-95.59
243389	30.01	-94.42
237690	35.06	-88.79
223836	41.97	-83.77
241190	28.97	-80.89
252442	40.16	-103.56
259242	33.19	-94.81
228241	43.9	-93.05
254251	42.89	-89.16
233595	44.48	-93.29
233600	44.5	-93.11
252223	39.54	-110.74
248288	41.68	-73.01
255620	39.16	-81.79
234521	45.81	-108.48
255615	39.73	-82.08
254427	28	-97.07
238248	29.73	-94.94
255628	39.02	-81.35
247500	45.24	-92.96
245834	43.4	-95.86
259898	39.91	-84.69
249032	47.95	-100.56
244665	45.16	-96.18
255467	43.89	-92.87
244069	44.67	-93.19
259633	30.53	-87.57
243443	45.58	-92.38
251493	40.18	-82.89
243682	48.66	-105
224820	31.31	-95.66
224826	31.45	-95.48
259899	39.92	-84.68
254958	48.81	-102.13
238460	28.83	-95.82
252028	37.03	-94.94
254952	48.81	-102.19
255593	39.41	-82.25
244662	45.11	-96.36
231507	45.46	-95.35
227093	44.06	-92.54
249581	44.45	-90.8
259886	36.61	-83.72
255614	39.72	-82.16
256734	39.84	-75.39
259900	40.63	-84.17
259763	39.73	-83.12
259764	39.87	-82.88
259762	40	-82.53
249780	43.52	-89.14
251866	43.84	-87.82
244678	45.53	-95.12
244688	45.48	-94.15
241387	44.05	-94.7
255613	39.76	-82.4
251492	39.76	-82.47
247502	45.86	-94.05
259834	39.44	-83.64
220277	34.22	-85.96
243408	46	-95.77
254734	41.67	-72.97
242588	25.98	-97.59
242589	26.08	-97.21
259820	39.48	-83.54
259795	34.58	-85.96
259796	34.69	-85.78
256305	39.56	-82.8
254599	39.98	-76.07
247512	45.54	-94.24
247513	45.35	-94.08
255627	39.14	-81.74
259800	34.35	-86.5
268757	39.37	-76.57
258293	34.7	-92.46
256299	39.54	-82.69
243601	42.66	-82.98
260161	33.8	-95.35
260784	40.06	-74.49
254358	42.86	-88.2
259761	40.6	-84.2
257816	43.98	-107.49
252619	47.2	-97.91
260645	39.78	-75.88
252202	43.27	-89.52
242932	44.3	-88.08
251327	41.52	-75.18
258314	41.51	-75.14
299698	38.58	-120.98
251324	41.72	-75.48
261331	41.43	-86.89
241549	38.17	-95.33
260546	32.84	-96.49
258052	40.49	-81.53
258259	41.71	-75.47
251325	41.64	-75.32
259463	41.83	-89.17
260211	32.55	-96.63
260342	32.77	-96.88
242288	41.18	-73.18
251326	41.67	-75.37
263966	33.61	-86.71
265846	35.54	-81.48
266030	36.75	-77.07
266027	36.73	-78.54
260842	38.51	-87.7
258257	40.48	-81.76
249260	47.04	-101.83
260845	36.74	-87.35
260846	36.77	-87.27
258262	41.54	-75.12
259797	34.7	-85.72
260841	38.42	-87.83
259798	34.62	-85.85
203656	29.99	-82.2
243604	42.61	-82.93
255046	40.77	-81.96
255772	46.48	-103.88
263229	40.98	-85.61
260292	40.66	-84.13
257104	33.86	-96.5
257105	34.22	-97.31
263282	46.45	-97.87
264039	36.39	-78.95
264042	36.19	-79.22
264896	46.48	-122.74
260684	32.8	-97.2
259754	34.65	-87.19
235106	41.36	-93.65
202850	28.25	-80.72
265258	41.31	-87.74
259461	41.91	-88.52
245455	42.87	-88.5
264043	36.33	-78.71
266136	37.58	-77.41
265260	41.33	-86.97
266135	37.57	-77.46
266137	37.59	-77.37
260302	35.12	-85.19
264627	35.29	-84.77
264629	35.67	-84.15
260844	37.27	-87.27
264102	36.58	-78.88
264113	36.34	-80.3
264033	36.37	-79.15
260049	35.12	-85.15
264114	36.26	-80.36
260843	36.86	-87.53
261924	32.94	-95.98
261942	32.19	-96.55
224142	35.84	-87.27
248903	40.65	-75.76
243172	29.87	-91.64
238201	33.4	-112.83
252203	43.27	-89.07
239906	41.57	-83.42
239624	27.29	-98.67
254079	42.16	-79.02
226125	40.82	-88.42
226109	41.08	-87.97
242131	44.47	-90.97
247481	44	-102.25
226104	41.1	-88.49
226101	41.09	-88.52
225558	41.1	-88.73
225533	41.1	-89.07
236671	42.08	-90.69
245496	47.54	-97.3
234670	42.71	-94.68
253528	40.91	-73.91
245530	46.11	-95.43
236695	41.13	-89.31
238187	41.72	-77.7
237677	34.91	-89.02
210773	34.7	-86.64
238661	43.89	-93.09
231404	43.58	-93.64
245876	47.64	-96.18
254164	39.56	-86.16
253558	46.08	-90.22
247443	45.03	-101.68
226108	41.08	-88.34
244300	38.64	-94.35
247444	45.04	-101.61
242621	41.52	-85.76
226114	41.07	-87.74
239513	41.51	-87.71
254160	39.38	-86.14
233578	44.03	-82.83
253278	42.14	-83.61
235131	41.37	-93.53
245562	46.43	-95.15
234169	45.18	-108.69
224973	41.11	-89.16
247796	28.15	-97.74
247264	40.33	-90.57
243974	42.7	-87.92
245889	47.93	-96.38
224610	34.55	-85.52
219758	33.2	-94.04
221213	26.17	-80.17
230075	31.54	-89.36
226112	41.06	-87.75
228017	36.42	-101.8
238218	46.22	-103.65
260317	46.13	-116.42
260469	32.64	-83.03
249367	40.17	-93.16
264631	35.03	-85.44
254184	39.29	-95.74
248282	41.76	-73.13
238262	40.65	-86.43
237639	35.42	-95.74
233603	44.5	-93.15
256303	39.56	-82.83
263404	46.49	-95.31
225164	33.95	-87.86
261970	34.99	-111.87
280617	30.44	-89.15
282678	33.28	-93.38
303012	34.59	-88.83
282679	33.32	-92.67
327475	43.2	-112.47
303232	34.77	-88.51
300685	34.18	-90.89
303242	34.32	-88.88
309939	40	-94.92
312972	34.83	-94.72
301496	33.9	-88.72
293859	32.58	-91.99
313010	35.41	-93.8
293828	32.49	-93.3
310381	35.84	-95.64
311411	36.8	-82.22
279352	29.78	-90.82
310059	36.16	-94.74
310045	36.55	-94.97
295100	30.65	-91.09
295102	30.41	-90.8
291389	32.19	-93.33
309594	36.1	-95.14
291664	31.81	-92.33
282671	33.68	-94.1
293868	32.99	-94.64
310353	36.47	-96.58
303573	34.81	-88.79
301600	33.47	-89.37
282676	33.87	-93.52
298262	34.44	-90.44
310271	36.17	-94.66
310304	36.24	-94.53
280605	30.29	-89.74
291598	31.62	-93.7
282677	33.2	-93.89
342042	45.35	-87.89
344684	41.53	-81.36
339506	35.59	-77.92
293724	30.11	-94.85
301876	42.44	-95.45
302245	42.56	-94.97
302257	42.58	-94.94
302261	42.56	-94.95
303524	30.83	-85.18
325085	42.67	-96.09
342019	46.87	-89.32
326210	36.05	-90.42
299833	39.18	-121.67
345048	30.25	-93.77
355015	42.45	-79.42
300461	35.55	-85.11
300945	35.4	-85.37
300947	35.43	-85.32
347151	30.3	-87.43
328715	38.15	-99.39
300730	35.36	-85.39
293883	35.17	-84.9
332498	37.86	-91.36
354565	35.32	-81.5
347515	35.42	-80.29
301186	36.62	-81.66
302493	35.35	-84.92
300732	35.85	-83.02
294036	35.08	-84.95
330778	35.27	-84.61
300457	35.04	-84.99
300934	35.45	-84.46
293385	35.02	-85.37
343727	34.99	-85.64
345238	40.24	-74.54
296915	35.95	-83.29
300951	35.82	-83.13
298380	36.65	-81.95
350311	31.27	-82.44
348163	33.32	-82.08
348165	33.14	-81.91
301132	43.5	-92.25
347519	36.14	-82.64
348355	33.21	-81.75
353320	31.43	-89.76
354348	29.43	-94.97
300950	35.21	-84.9
297650	36.39	-81.99
301187	36.65	-82.2
301185	36.68	-81.98
296789	34.99	-85.05
353322	31.71	-89.25
350737	26.12	-80.33
350738	26.98	-81.09
350287	36.29	-82.7
353323	31.81	-89.11
347401	36.23	-83.06
302978	36.01	-82.87
347518	36.04	-82.81
336722	34.14	-91.32
298945	30.52	-88.55
347380	35.16	-79.44
354821	34.82	-81.18
305738	36.13	-82.63
300458	35.22	-84.7
353334	35.27	-84.66
350309	35.18	-84.87
293961	35.04	-85.1
297632	36.11	-82.7
350286	36.33	-82.64
300932	35.92	-83.97
302482	35.87	-84.2
302478	36.08	-83.34
302469	36.14	-83.48
339858	36.21	-83.42
353315	31.37	-89.83
355195	36.53	-77.11
355586	30.6	-93.87
354819	34.7	-81.57
354820	34.81	-81.2
352590	30.72	-91.16
289298	34.99	-86.5
344768	35.89	-76.25
348644	33.95	-95.14
348670	32.04	-93.95
292806	31.19	-92.43
282415	33.63	-95.18
285479	33.77	-80.1
285482	33.5	-80.23
284458	35.59	-77.81
295010	27.99	-82.02
305055	31.23	-95.07
292569	30.67	-89.45
292468	38.86	-84.88
292578	30.4	-88.72
292532	40.05	-82.28
292771	38.91	-84.45
292762	38.71	-84.51
296354	40.39	-85.71
294363	32.61	-81.95
280806	27.44	-81.37
292735	45.42	-119.71
281741	31.55	-85.19
284377	35.13	-85.35
285857	34.16	-95.05
285415	37.15	-93.06
288329	37.09	-88.81
288324	36.99	-89.01
284640	38.73	-89.93
287937	33.72	-80.72
287957	33.85	-80.43
301829	34.39	-85.98
288318	37.19	-87.18
287946	33.91	-80.06
292197	40.55	-84.55
292534	39.55	-83.25
291698	35.58	-77.6
292524	39.06	-82.96
301929	34.82	-85.63
285867	34.45	-94.66
280419	41.57	-95.84
289628	42.74	-85.83
286984	38.35	-85.16
284380	35.18	-85.28
292452	40.59	-84.46
279357	41.37	-94.14
289003	38.3	-80.53
289753	39.98	-82.57
288655	36.83	-87.87
287396	38.34	-87
294365	32.61	-81.91
291642	31.65	-93.34
279525	41.2	-94.75
301941	34.99	-86.37
280409	41.71	-96.41
292535	39.86	-82.85
292531	40.02	-82.47
291732	34.95	-77.01
303642	37.87	-77.63
282770	36.25	-87.07
307063	37.48	-89.24
307058	37.06	-90.7
302231	34.49	-86.26
301075	33.39	-79.54
305455	37.23	-76.62
303639	37.67	-76.6
305451	37.2	-76.66
305487	37.45	-76.44
303648	37.73	-77.8
298114	35.71	-88.51
298723	34.48	-79.41
299242	39.9	-76.58
302913	33.03	-90.04
285275	45.72	-88.68
285282	45.65	-88.53
303011	34.21	-89.57
299795	39.15	-122.17
299798	38.56	-121.3
299796	38.24	-122.12
301836	42.32	-95.4
302184	32.21	-96.8
302759	36.45	-96.39
305092	34.6	-78.06
292627	38.9	-98.54
291955	36.3	-82.43
302941	32.01	-89.25
302938	32.23	-89.32
301503	35.43	-88.59
302789	36.37	-94.87
301771	34.83	-83.6
298778	34.53	-79.3
299701	36.4	-80.57
285283	45.35	-89.38
285305	44.13	-89
285306	44.16	-88.89
285307	44.26	-88.29
303792	36.3	-82.39
303811	36.3	-82.32
303248	33.94	-88.72
301577	34.47	-88.28
301088	33.42	-79.45
301091	33.46	-79.37
304476	34.51	-78.19
305110	34.68	-78
285308	44.29	-88.11
303819	36.04	-82.56
302154	33.6	-95.92
303247	33.75	-89.2
282179	36.83	-84.22
288496	39.97	-89.71
288497	40	-89.69
302940	33.16	-89.6
302977	32.01	-89.27
302786	36.77	-95.81
302216	30.76	-97.84
289571	34.75	-92.38
289568	34.48	-92.47
282156	33.83	-93.13
285309	44.04	-88.32
301814	35.85	-81.43
282100	35.66	-84.23
300147	37.05	-80.8
289569	34.54	-92.25
305351	36.21	-76.78
304952	36.24	-76.78
301516	35.38	-88.99
303563	34.09	-88.36
300477	34.84	-78.66
299661	34.68	-79.01
300502	34.54	-78.79
302799	34.44	-95.74
302802	35.99	-95.41
302327	35.01	-95.93
302330	34.97	-94.51
290033	39.97	-76.78
289573	34.6	-92.15
302203	32.37	-96.2
293736	44.02	-89.95
285243	45.11	-89.89
301068	33.36	-79.65
304892	40.35	-86.9
301106	32.27	-97.42
301122	32.41	-97.23
299112	35.37	-81.51
293745	44.08	-89.62
285246	45.12	-89.87
304133	36.46	-77.63
304138	36.1	-75.83
305355	36.24	-76.77
301865	34.98	-94.44
302492	32.54	-89.71
302805	34.73	-95.12
300159	37.03	-80.77
302205	32.43	-95.7
302207	32.37	-96.16
285518	44.63	-91.19
304267	42.15	-89.18
293746	44	-90.09
285259	44.09	-89.6
305419	36.31	-76.71
301866	35.49	-94.18
301868	35.28	-94.02
302126	42.61	-95.54
303923	30.83	-95.08
305053	34.51	-78.19
304461	34.37	-78.42
318243	35.98	-86.66
302177	36.08	-87.81
285272	45.64	-88.82
301080	34.2	-78.74
301527	37.83	-83.52
302467	32.29	-90.38
318114	35.14	-90.18
302834	34.93	-94.71
302836	34.94	-94.67
285522	44.69	-91.14
302193	34.81	-87.88
302213	31.53	-96.54
301333	37.58	-89.66
302506	32.69	-88.99
301141	32.77	-96.47
301146	32.99	-96.11
305437	37.15	-76.7
303795	36.93	-82.63
301474	38.31	-87.25
306844	33.35	-84.27
306455	33.2	-85
311053	32.14	-89.69
306519	32.76	-91.97
306571	32.67	-91.44
306573	32.7	-91.38
309225	38.18	-87.47
307094	33.53	-83.68
306606	33.17	-84.58
306601	32.82	-84.85
307092	33.51	-83.71
306525	32.91	-92
310331	36.48	-94.9
293936	38.37	-98.58
286088	35.83	-93.53
312378	39.8	-83.96
306600	32.97	-85.03
306910	39.17	-76.04
302473	32.42	-90.06
306602	32.85	-84.72
305918	34.4	-84.65
289604	34.87	-92.17
309349	39.22	-93.06
301144	33.82	-90.19
305268	34.87	-85.18
304706	34.73	-85.56
305920	34.41	-84.64
306464	33.24	-84.95
305338	34.07	-85.42
301431	37.22	-88.99
312388	39.99	-83.76
307106	33.23	-83.31
282246	29.77	-89.79
309228	38.2	-87.43
285733	34.34	-96.22
304667	34.89	-85.42
306883	33.02	-84.27
307098	33.62	-83.36
307060	37.34	-88.84
306591	32.78	-90.94
306597	33.54	-90.58
307059	37.26	-88.94
304295	37.75	-79.74
301143	33.74	-90.24
317910	38.74	-90.49
307189	32.9	-90.41
289615	35.18	-92.12
289645	35.21	-92.47
307194	33	-90.32
309324	39.18	-93.86
309336	39.21	-93.52
306267	34.67	-83.94
298622	39.55	-89.46
289648	34.29	-93.51
289647	34.54	-93.93
289649	34.31	-93.48
307055	38.14	-87.68
307056	38.14	-87.66
307057	38.17	-87.62
308235	33.41	-90.21
308237	33.09	-90.08
308239	33.23	-89.81
301289	37.7	-88.3
307040	38.36	-89.12
306603	32.93	-84.53
304309	36.82	-81.73
302352	37.08	-89.54
298563	32.7	-84.86
306765	40.94	-87.46
308253	33.07	-89.98
308417	33.01	-89.8
308418	33.29	-89.6
308435	33.11	-89.86
308441	33.22	-89.81
301297	36.64	-87.61
302350	37.64	-90.1
289612	34.93	-92.39
302507	32.71	-88.92
306771	40.91	-87.16
308525	33.7	-89.62
308546	33.35	-89.59
294738	41.93	-84.98
305902	34.53	-95.83
305904	34.51	-95.72
289646	34.5	-93.99
289586	34.45	-93.32
295301	32.71	-83.71
306723	40.1	-75.03
312409	41.23	-82.69
308548	33.38	-89.45
308551	33	-89.4
308961	33.42	-89.43
307053	37.44	-90.14
302149	33.87	-87
289600	34.64	-92.96
301037	36.25	-79.36
282592	31.91	-91.51
283006	32.13	-90.63
302880	32.06	-89.73
289587	34.51	-93.3
290235	31.92	-83.93
290471	36.66	-87.51
301964	34.86	-85.53
295351	32.28	-83.32
299350	39.2	-85.11
307559	26.12	-98.19
309725	33.53	-89.15
309735	33.66	-89.03
302969	32.08	-88.52
285080	34.29	-96.25
306882	33	-84.32
307108	33.25	-83.25
300454	32.37	-84.85
299353	39.22	-84.01
309757	33.06	-89.25
